source,target_preferred,status,category,source_id,confidence,source_document,term_type,alternate_targets
visor hook,фиксатор солнцезащитного козырька,candidate,electrical.antenna,N155_D2_CORPUS,high,N155_CORPUS,component,
air conditioning control panel switch,переключатель панели управления системой кондиционирования,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
back door glass defrost braid lead repair,ремонт плетёного вывода обогревателя стекла двери багажного отделения,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,procedure,
back door glass defrosting braid lead,плетёный вывод обогревателя стекла двери багажного отделения,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
back door harness,жгут проводов двери багажного отделения,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
conductive adhesive,токопроводящий клей,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,material,
defrost braided lead,плетёный вывод обогревателя стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
defrost bus lead,токоведущий вывод обогревателя стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
defrost relay,реле обогрева стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
defrost request signal,сигнал запроса обогрева стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,signal,
defrost switch,выключатель обогрева стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
defrosting and demisting system,система удаления инея и запотевания,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,system,
defrosting effect,эффект удаления инея,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,function,
do not overheat the conductor,не перегревать токопроводящую дорожку,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,warning,
electric heating glass defrosting,электрообогрев стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,process,
exterior rearview mirror heater,нагревательный элемент наружного зеркала заднего вида,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
exterior rearview mirror heating wire,нагревательный элемент наружного зеркала заднего вида,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
fine steel wool,тонкая стальная вата,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,tool,
front windscreen heated defrost control,управление электрообогревом ветрового стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,function,
front windscreen heater,нагревательный элемент ветрового стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
glass heating temperature,температура нагрева стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,parameter,
heating resistance wire,резистивная нагревательная нить,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
polish the repair area,зачистить ремонтируемый участок,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,procedure,
rear defogger switch,выключатель обогрева заднего стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
rear windscreen harness,жгут проводов заднего стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
rear windscreen heated defrost control,управление электрообогревом заднего стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,function,
rear windscreen heater,нагревательный элемент заднего стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
rearview mirror glass,стекло наружного зеркала заднего вида,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
rearview mirror heating element,нагревательный элемент наружного зеркала заднего вида,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
rewire the bus lead,повторно припаять токоведущий вывод,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,procedure,
rosin flux,канифольный флюс,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,material,
solder,припой,candidate,electrical.defrost,N155_D2_CORPUS | EDITORIAL_CORE_2026,high,N155_CORPUS | EDITORIAL_CORE_2026,material,выполнить пайку мягким припоем
soldering iron,паяльник,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,tool,
supply power to the windscreen heater,подать питание на обогреватель стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,procedure,
transparent conductive film,прозрачная токопроводящая плёнка,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,component,
uniformly arranged heating wires,равномерно расположенные нагревательные дорожки,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,concept,
windscreen defrost system,система обогрева ветрового стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,system,
windscreen fogging,запотевание ветрового стекла,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,condition,
windscreen frost,иней на ветровом стекле,candidate,electrical.defrost,N155_D2_CORPUS,high,N155_CORPUS,condition,
abnormal door opening,несанкционированное открывание двери,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,condition,
anti-theft alarm,противоугонная сигнализация,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,system,
anti-theft function,функция противоугонной системы,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
audible warning,звуковое предупреждение,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
body gateway module,шлюзовой модуль кузовной электроники,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,module,центральный шлюзовой модуль кузовной электроники
connect the horn harness connector,подсоединить разъём жгута проводов звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,procedure,
door lock confirmation beep,звуковой сигнал подтверждения запирания дверей,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
door unlock confirmation beep,звуковой сигнал подтверждения отпирания дверей,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
energize the horn relay,подать питание на реле звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,procedure,
front compartment harness assembly,жгут проводов переднего отсека в сборе,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,жгут проводов моторного отсека в сборе
fundamental frequency,основная частота,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
horn button,кнопка звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
horn circuit,цепь звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,circuit,
horn current consumption,потребляемый ток звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
horn harness connector,разъём жгута проводов звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
horn mounting bolt,болт крепления звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
horn rated voltage,номинальное напряжение звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
horn relay,реле звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
horn relay actuation,срабатывание реле звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
horn switch,выключатель звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
horn system,звуковая сигнальная система,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,system,
horn system working principle,принцип работы системы звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,concept,
horn test current,ток при проверке звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
horn tweeter,высокочастотный звуковой сигнал,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
horn warning signal,предупредительный звуковой сигнал,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
horn woofer,низкочастотный звуковой сигнал,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
install and tighten the horn mounting bolt,установить и затянуть болт крепления звукового сигнала,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,procedure,
move the horn to the installation position,установить звуковой сигнал в монтажное положение,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,procedure,
radiator frame,рамка радиатора,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
rated voltage,номинальное напряжение,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
remove the horn,снять звуковой сигнал,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,procedure,
sound a warning,подать звуковой сигнал,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,procedure,
sound pressure level,уровень звукового давления,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
sound-producing device,звуковое сигнальное устройство,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,device,
steering wheel horn button,кнопка звукового сигнала на рулевом колесе,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,component,
supply power to the horn,подать питание на звуковой сигнал,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,procedure,
test voltage,испытательное напряжение,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
unauthorized entry warning,предупреждение о несанкционированном проникновении,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
vehicle locating function,функция поиска автомобиля,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
vehicle search function,функция поиска автомобиля,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
voltage lower limit,нижний предел напряжения,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
voltage upper limit,верхний предел напряжения,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,parameter,
warn pedestrians and other vehicles,предупреждать пешеходов и водителей других автомобилей,candidate,electrical.horn,N155_D2_CORPUS,high,N155_CORPUS,function,
